Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type
CELL-003993,BTH-0330,Line_3,Evening,ChemCorp,22.59,0.136,14.84,14.34,4981,97.08,None
CELL-011193,BTH-0243,Line_2,Morning,LithioMat,24.13,0.143,15.18,14.02,4988,96.94,None
CELL-000551,BTH-0150,Line_2,Morning,ChemCorp,21.82,0.128,15.14,13.81,5021,94.19,Poor Retention
CELL-007706,BTH-0298,Line_2,Morning,ChemCorp,21.55,0.094,15.18,14.58,5041,96.06,Poor Retention
CELL-018110,BTH-0397,Line_2,Evening,ChemCorp,22.95,0.139,15.08,14.37,5048,95.61,None
CELL-009982,BTH-0186,Line_1,Evening,ChemCorp,23.22,0.129,15.08,14.04,5015,95.34,None
CELL-006479,BTH-0401,Line_3,Night,LithioMat,23.14,0.132,14.92,14.36,4963,98.24,None
CELL-002164,BTH-0323,Line_3,Night,ChemCorp,20.85,0.15,15.07,12.95,4976,96.57,None
CELL-005928,BTH-0208,Line_1,Morning,LithioMat,20.65,0.11,14.81,11.9,4951,98.71,None
CELL-008573,BTH-0444,Line_1,Morning,ChemCorp,25.86,0.123,14.76,15.61,4946,94.42,High Internal Resistance
CELL-006192,BTH-0153,Line_3,Night,LithioMat,20.14,0.154,15.16,13.99,4915,97.58,None
CELL-012121,BTH-0490,Line_1,Evening,LithioMat,21.86,0.129,15.04,14.5,5003,97.38,None
CELL-015029,BTH-0027,Line_2,Morning,ChemCorp,21.6,0.15,14.89,13.9,5002,96.49,None
CELL-012508,BTH-0210,Line_2,Morning,LithioMat,23.1,0.149,15.0,13.51,5021,96.62,None
CELL-015754,BTH-0406,Line_2,Night,VoltIndustries,20.7,0.122,15.03,15.59,4895,91.97,High Internal Resistance
CELL-017681,BTH-0320,Line_2,Night,ChemCorp,22.14,0.108,15.04,14.78,4981,97.99,None
CELL-015810,BTH-0112,Line_2,Morning,LithioMat,22.85,0.148,14.97,14.22,5042,96.02,None
CELL-004215,BTH-0248,Line_2,Evening,LithioMat,22.64,0.125,15.01,14.71,4976,96.21,None
CELL-016816,BTH-0278,Line_1,Morning,ChemCorp,24.67,0.152,14.98,13.35,5011,97.39,None
CELL-008010,BTH-0445,Line_3,Morning,LithioMat,22.75,0.142,14.88,13.83,4971,96.29,None
CELL-005143,BTH-0146,Line_1,Evening,ChemCorp,25.05,0.124,14.98,13.77,4969,96.57,None
CELL-000837,BTH-0141,Line_2,Night,LithioMat,21.43,0.168,15.01,14.39,4979,96.93,None
CELL-014383,BTH-0178,Line_3,Evening,VoltIndustries,26.59,0.153,14.91,15.06,4972,98.08,High Internal Resistance
CELL-019676,BTH-0180,Line_2,Night,ChemCorp,22.02,0.179,14.92,13.52,4975,97.81,None
CELL-008085,BTH-0201,Line_1,Morning,LithioMat,25.64,0.162,14.89,14.01,5011,98.51,None
CELL-000881,BTH-0058,Line_1,Evening,ChemCorp,22.13,0.151,15.06,14.24,4987,96.93,None
CELL-017262,BTH-0094,Line_1,Morning,LithioMat,23.94,0.177,15.0,14.31,4982,98.08,None
CELL-001659,BTH-0144,Line_1,Morning,LithioMat,24.56,0.137,15.0,13.63,4964,98.0,None
CELL-006279,BTH-0247,Line_3,Morning,ChemCorp,24.12,0.185,15.22,14.33,4988,95.82,None
CELL-016877,BTH-0275,Line_1,Evening,LithioMat,22.64,0.151,15.09,13.65,4984,96.02,None
CELL-006955,BTH-0332,Line_1,Evening,ChemCorp,23.66,0.132,15.03,13.32,5004,96.45,None
CELL-014362,BTH-0170,Line_1,Night,ChemCorp,19.94,0.174,14.99,13.23,5049,96.06,None
CELL-002621,BTH-0096,Line_1,Night,ChemCorp,23.32,0.116,14.9,15.05,4965,97.37,High Internal Resistance
CELL-006387,BTH-0435,Line_2,Evening,ChemCorp,24.36,0.114,15.0,14.14,4981,97.51,None
CELL-003278,BTH-0321,Line_3,Morning,ChemCorp,20.9,0.144,14.94,13.4,5043,96.51,None
CELL-000576,BTH-0372,Line_2,Morning,ChemCorp,25.32,0.12,14.94,13.95,5004,96.82,None
CELL-006199,BTH-0389,Line_2,Evening,LithioMat,26.13,0.133,14.74,14.97,4963,95.31,None
CELL-001595,BTH-0075,Line_3,Morning,LithioMat,23.03,0.184,15.09,15.0,5013,96.87,High Internal Resistance
CELL-018941,BTH-0307,Line_1,Morning,VoltIndustries,23.53,0.151,14.88,15.19,4941,97.02,High Internal Resistance
CELL-010741,BTH-0349,Line_3,Night,LithioMat,23.79,0.118,14.93,13.46,4986,98.24,None
CELL-016534,BTH-0378,Line_1,Evening,ChemCorp,27.04,0.127,15.01,14.11,5018,95.9,None
CELL-008112,BTH-0016,Line_1,Morning,ChemCorp,22.86,0.167,14.91,14.04,5015,97.79,None
CELL-002208,BTH-0186,Line_2,Morning,VoltIndustries,24.43,0.132,14.9,14.83,4978,96.05,None
CELL-004546,BTH-0378,Line_2,Morning,ChemCorp,26.17,0.107,14.93,13.85,4969,97.12,None
CELL-001896,BTH-0154,Line_3,Night,LithioMat,24.12,0.118,14.99,14.16,5062,97.4,None
CELL-000838,BTH-0168,Line_3,Morning,VoltIndustries,27.42,0.146,14.78,15.86,4878,94.45,High Internal Resistance
CELL-015049,BTH-0048,Line_1,Evening,LithioMat,23.63,0.126,14.9,14.11,4999,96.49,None
CELL-009950,BTH-0324,Line_3,Morning,ChemCorp,22.66,0.185,15.0,14.16,5055,97.04,None
CELL-014841,BTH-0184,Line_1,Evening,ChemCorp,24.44,0.103,14.98,13.88,4969,97.6,None
CELL-007761,BTH-0285,Line_3,Morning,ChemCorp,23.6,0.153,14.91,13.77,5005,96.31,None
CELL-011869,BTH-0398,Line_1,Morning,ChemCorp,23.28,0.128,15.08,14.26,5007,97.66,None
CELL-003276,BTH-0095,Line_3,Evening,ChemCorp,22.93,0.18,15.13,14.38,5014,98.0,None
CELL-015702,BTH-0021,Line_1,Night,ChemCorp,20.65,0.171,15.03,14.06,5019,98.02,None
CELL-010022,BTH-0143,Line_2,Night,VoltIndustries,20.43,0.14,14.92,14.92,5025,98.41,None
CELL-001184,BTH-0056,Line_1,Night,ChemCorp,22.3,0.182,14.95,14.17,4986,96.22,None
CELL-012469,BTH-0019,Line_1,Evening,LithioMat,24.91,0.161,15.03,13.9,5001,96.46,None
CELL-013561,BTH-0279,Line_1,Morning,LithioMat,23.51,0.139,15.01,13.99,4980,96.76,None
CELL-001052,BTH-0039,Line_3,Evening,ChemCorp,25.17,0.164,15.06,14.04,4980,97.55,None
CELL-017908,BTH-0425,Line_1,Evening,LithioMat,28.08,0.165,14.87,14.62,4963,95.65,None
CELL-016744,BTH-0443,Line_3,Night,ChemCorp,21.04,0.133,15.09,14.21,5004,95.07,None
CELL-011435,BTH-0177,Line_1,Night,LithioMat,24.52,0.098,14.97,13.54,4961,97.84,Poor Retention
CELL-011214,BTH-0337,Line_3,Evening,ChemCorp,22.97,0.137,14.9,13.93,5025,96.46,None
CELL-009333,BTH-0428,Line_1,Morning,VoltIndustries,22.72,0.094,15.02,14.19,5007,95.41,None
CELL-010312,BTH-0171,Line_2,Evening,ChemCorp,23.34,0.145,14.91,13.83,5054,96.92,None
CELL-013772,BTH-0398,Line_1,Night,ChemCorp,21.66,0.121,15.05,14.1,4998,97.02,None
CELL-006734,BTH-0209,Line_1,Morning,LithioMat,25.68,0.135,14.91,14.23,4949,96.53,None
CELL-011793,BTH-0231,Line_3,Morning,LithioMat,23.88,0.137,14.98,13.82,5016,96.96,None
CELL-008117,BTH-0193,Line_1,Night,ChemCorp,24.54,0.15,15.02,14.11,5058,97.18,None
CELL-006759,BTH-0461,Line_1,Night,ChemCorp,20.9,0.115,14.93,14.45,5062,96.11,None
CELL-015680,BTH-0319,Line_3,Morning,ChemCorp,24.4,0.13,14.89,14.65,4969,98.53,None
CELL-008798,BTH-0499,Line_2,Evening,VoltIndustries,24.42,0.092,14.95,14.83,5052,96.72,None
CELL-016686,BTH-0043,Line_1,Evening,LithioMat,25.89,0.124,14.8,13.69,5025,97.77,None
CELL-010179,BTH-0407,Line_1,Morning,LithioMat,23.28,0.155,15.19,13.54,5028,97.23,None
CELL-004647,BTH-0321,Line_1,Night,LithioMat,23.18,0.131,15.05,14.22,4992,97.15,None
CELL-009135,BTH-0209,Line_3,Night,ChemCorp,21.9,0.127,15.03,14.35,4995,98.08,None
CELL-008094,BTH-0219,Line_1,Night,LithioMat,21.1,0.134,15.2,14.14,5009,97.08,None
CELL-010961,BTH-0365,Line_2,Evening,ChemCorp,23.84,0.121,14.9,14.28,4983,98.13,None
CELL-014667,BTH-0021,Line_2,Night,VoltIndustries,21.26,0.159,15.07,15.1,4931,97.75,High Internal Resistance
CELL-010461,BTH-0188,Line_1,Night,VoltIndustries,22.25,0.151,14.98,14.88,4975,96.9,None
CELL-012006,BTH-0442,Line_2,Morning,ChemCorp,23.57,0.106,15.07,14.71,4997,97.47,None
CELL-018700,BTH-0337,Line_2,Morning,ChemCorp,24.48,0.105,14.98,12.96,5063,96.54,None
CELL-007561,BTH-0197,Line_3,Evening,ChemCorp,24.93,0.129,14.93,14.13,5037,96.92,None
CELL-015066,BTH-0095,Line_1,Morning,LithioMat,26.32,0.133,14.71,15.52,4940,94.28,High Internal Resistance
CELL-018716,BTH-0295,Line_1,Morning,ChemCorp,24.14,0.149,14.95,14.04,5019,96.26,None
CELL-017405,BTH-0390,Line_2,Evening,VoltIndustries,25.14,0.1,15.07,14.3,5025,97.92,None
CELL-011492,BTH-0151,Line_2,Morning,LithioMat,23.21,0.156,14.93,13.84,5037,97.13,None
CELL-013267,BTH-0132,Line_2,Morning,VoltIndustries,21.53,0.181,15.17,14.33,5019,97.34,None
CELL-000968,BTH-0461,Line_1,Morning,VoltIndustries,24.13,0.128,14.83,14.72,5019,96.35,None
CELL-014793,BTH-0321,Line_3,Night,ChemCorp,19.49,0.119,15.03,14.67,4996,95.7,None
CELL-010612,BTH-0458,Line_2,Morning,VoltIndustries,24.75,0.135,14.92,15.12,5007,96.36,High Internal Resistance
CELL-008739,BTH-0077,Line_3,Night,VoltIndustries,21.28,0.172,14.94,15.13,4955,97.61,High Internal Resistance
CELL-010778,BTH-0397,Line_2,Night,VoltIndustries,21.82,0.133,15.15,14.51,5031,96.74,None
CELL-018163,BTH-0443,Line_3,Evening,LithioMat,22.54,0.137,15.1,14.24,4995,96.09,None
CELL-019357,BTH-0128,Line_2,Morning,ChemCorp,23.39,0.148,15.15,13.61,5011,96.47,None
CELL-007800,BTH-0356,Line_2,Evening,LithioMat,24.05,0.096,14.85,14.08,5016,95.55,None
CELL-003282,BTH-0238,Line_1,Morning,LithioMat,25.79,0.13,14.84,14.37,5010,97.04,None
CELL-013961,BTH-0186,Line_1,Night,VoltIndustries,23.28,0.105,14.86,14.37,5057,96.44,None
CELL-014072,BTH-0221,Line_1,Night,LithioMat,21.56,0.121,14.96,14.17,5027,95.54,None
CELL-009855,BTH-0189,Line_2,Night,LithioMat,21.82,0.173,15.18,13.52,5020,97.93,None
CELL-005542,BTH-0154,Line_2,Morning,VoltIndustries,23.88,0.151,15.04,14.76,4991,97.49,None
CELL-014068,BTH-0090,Line_1,Night,ChemCorp,21.46,0.132,14.92,13.95,5003,98.04,None
CELL-015466,BTH-0151,Line_1,Evening,LithioMat,25.9,0.139,14.71,15.54,4871,94.15,High Internal Resistance
CELL-019781,BTH-0027,Line_3,Night,VoltIndustries,19.68,0.15,14.99,16.02,4922,92.39,High Internal Resistance
CELL-000348,BTH-0151,Line_2,Night,LithioMat,22.24,0.167,14.99,13.74,4963,96.33,None
CELL-019886,BTH-0299,Line_1,Morning,LithioMat,23.13,0.127,14.94,14.15,5033,97.0,None
CELL-017971,BTH-0490,Line_1,Night,ChemCorp,22.93,0.084,15.08,13.71,5019,95.86,Poor Retention
CELL-009656,BTH-0212,Line_1,Evening,LithioMat,24.43,0.134,14.97,14.2,4996,98.78,None
CELL-010364,BTH-0277,Line_1,Morning,VoltIndustries,22.43,0.117,14.85,15.88,4899,92.95,High Internal Resistance
CELL-013103,BTH-0363,Line_2,Night,LithioMat,21.19,0.119,15.13,14.99,4992,97.52,None
CELL-015586,BTH-0139,Line_3,Evening,ChemCorp,23.81,0.182,14.9,13.95,5034,98.5,None
CELL-017271,BTH-0459,Line_2,Evening,LithioMat,27.06,0.153,14.76,14.84,5057,96.39,None
CELL-012968,BTH-0213,Line_1,Evening,LithioMat,24.07,0.119,14.94,13.92,4971,96.96,None
CELL-002203,BTH-0301,Line_3,Morning,ChemCorp,23.24,0.163,14.95,13.58,4991,97.08,None
CELL-011031,BTH-0103,Line_1,Night,ChemCorp,22.06,0.152,14.95,14.06,4991,97.32,None
CELL-010970,BTH-0336,Line_1,Evening,LithioMat,23.98,0.13,15.14,14.75,4984,96.23,None
CELL-011296,BTH-0185,Line_3,Morning,VoltIndustries,24.2,0.171,15.0,14.19,5017,98.12,None
CELL-005720,BTH-0241,Line_1,Evening,LithioMat,23.76,0.114,15.14,13.64,4990,96.37,None
CELL-013145,BTH-0281,Line_2,Evening,VoltIndustries,23.09,0.131,14.91,15.69,4939,94.96,High Internal Resistance
CELL-006827,BTH-0298,Line_2,Night,ChemCorp,20.98,0.177,14.92,13.83,5037,97.99,None
CELL-018963,BTH-0026,Line_3,Evening,LithioMat,20.88,0.131,15.0,13.67,4981,98.62,None
CELL-008470,BTH-0265,Line_3,Evening,LithioMat,24.77,0.13,14.99,14.01,5001,96.86,None
CELL-010479,BTH-0446,Line_2,Morning,ChemCorp,22.42,0.12,15.2,14.25,5020,97.13,None
CELL-016874,BTH-0035,Line_3,Evening,LithioMat,22.24,0.171,15.02,14.67,4988,96.0,None
CELL-010317,BTH-0161,Line_2,Night,ChemCorp,22.6,0.165,15.0,14.38,5006,96.35,None
CELL-012138,BTH-0240,Line_1,Evening,LithioMat,25.94,0.14,14.83,14.0,4989,96.41,None
CELL-018770,BTH-0324,Line_2,Morning,VoltIndustries,26.72,0.102,14.66,16.29,4784,93.68,High Internal Resistance
CELL-004439,BTH-0241,Line_1,Night,ChemCorp,23.64,0.108,15.14,15.19,4896,95.77,High Internal Resistance
CELL-006868,BTH-0138,Line_2,Evening,VoltIndustries,25.83,0.161,14.84,15.14,4906,96.75,High Internal Resistance
CELL-010855,BTH-0281,Line_1,Evening,VoltIndustries,22.99,0.157,15.1,15.19,4912,97.35,High Internal Resistance
CELL-013997,BTH-0258,Line_1,Night,VoltIndustries,18.8,0.147,15.01,14.98,5000,96.33,None
CELL-006160,BTH-0496,Line_3,Morning,VoltIndustries,24.54,0.121,14.9,14.36,5014,96.32,None
CELL-004151,BTH-0476,Line_2,Night,ChemCorp,19.93,0.077,14.86,14.48,5031,97.03,Poor Retention
CELL-018545,BTH-0383,Line_1,Morning,ChemCorp,24.68,0.127,15.16,13.7,5043,96.13,None
CELL-012381,BTH-0292,Line_3,Evening,ChemCorp,24.55,0.126,14.86,14.23,5002,97.04,None
CELL-001760,BTH-0471,Line_3,Evening,LithioMat,21.64,0.122,14.84,12.37,5027,97.65,None
CELL-005155,BTH-0397,Line_2,Morning,LithioMat,25.01,0.125,14.94,14.23,4999,97.15,None
CELL-011118,BTH-0028,Line_2,Evening,ChemCorp,23.04,0.147,15.03,14.02,4970,97.24,None
CELL-009528,BTH-0313,Line_2,Evening,ChemCorp,24.93,0.139,15.06,14.32,5054,95.77,None
CELL-017770,BTH-0055,Line_2,Evening,LithioMat,23.27,0.132,15.08,14.68,5024,96.82,None
CELL-006635,BTH-0304,Line_2,Morning,ChemCorp,26.9,0.131,14.91,13.2,5018,96.69,None
CELL-012636,BTH-0129,Line_2,Morning,ChemCorp,24.42,0.153,15.03,14.0,4939,96.14,None
CELL-015474,BTH-0497,Line_2,Night,ChemCorp,21.56,0.13,15.03,14.67,5047,98.45,None
CELL-016656,BTH-0240,Line_3,Evening,ChemCorp,24.0,0.16,15.01,13.36,4988,96.73,None
CELL-017632,BTH-0026,Line_1,Night,ChemCorp,22.69,0.174,15.07,14.03,5032,98.24,None
CELL-004797,BTH-0117,Line_1,Evening,LithioMat,24.9,0.154,15.12,14.55,5030,96.8,None
CELL-003178,BTH-0348,Line_1,Morning,ChemCorp,22.91,0.099,14.85,15.24,4925,98.66,High Internal Resistance
CELL-001810,BTH-0075,Line_2,Evening,ChemCorp,26.09,0.185,14.63,15.43,4982,98.25,High Internal Resistance
CELL-019620,BTH-0214,Line_3,Night,VoltIndustries,19.58,0.131,15.04,14.93,5018,96.34,None
CELL-019923,BTH-0114,Line_1,Evening,ChemCorp,27.23,0.15,14.94,13.85,4959,96.47,None
CELL-006674,BTH-0211,Line_1,Evening,LithioMat,23.9,0.12,15.0,14.26,4984,96.17,None
CELL-013162,BTH-0482,Line_2,Evening,LithioMat,23.98,0.147,14.9,13.65,4978,95.62,None
CELL-014863,BTH-0056,Line_2,Night,ChemCorp,21.1,0.139,14.95,13.49,4990,97.27,None
CELL-015787,BTH-0313,Line_2,Morning,LithioMat,24.03,0.137,15.02,14.01,5005,98.18,None
CELL-013971,BTH-0122,Line_1,Morning,LithioMat,25.33,0.129,14.89,13.57,4989,97.1,None
CELL-005191,BTH-0356,Line_1,Morning,ChemCorp,23.19,0.162,14.89,13.52,5006,97.7,None
CELL-000546,BTH-0153,Line_2,Night,ChemCorp,19.96,0.102,15.01,13.29,5009,97.97,Poor Retention
CELL-017869,BTH-0065,Line_2,Evening,ChemCorp,25.73,0.137,14.89,14.22,5018,96.62,None
CELL-010390,BTH-0087,Line_1,Morning,LithioMat,24.53,0.137,14.96,15.19,4988,97.12,High Internal Resistance
CELL-009685,BTH-0066,Line_1,Morning,ChemCorp,24.31,0.151,15.02,14.11,5016,96.5,None
CELL-017497,BTH-0363,Line_1,Evening,VoltIndustries,25.15,0.148,14.91,15.59,4909,92.84,High Internal Resistance
CELL-003741,BTH-0273,Line_1,Evening,ChemCorp,26.76,0.16,14.98,14.04,5041,98.09,None
CELL-015822,BTH-0414,Line_2,Evening,ChemCorp,25.9,0.111,14.81,13.87,4974,96.41,None
CELL-011483,BTH-0246,Line_1,Evening,ChemCorp,25.77,0.151,14.93,13.61,4973,96.05,None
CELL-011058,BTH-0024,Line_3,Evening,ChemCorp,23.51,0.153,14.98,13.37,5012,95.74,None
CELL-012388,BTH-0415,Line_2,Evening,ChemCorp,22.22,0.154,15.06,14.38,5023,97.5,None
CELL-007114,BTH-0053,Line_3,Night,ChemCorp,23.41,0.143,15.2,14.01,4981,97.66,None
CELL-007905,BTH-0171,Line_1,Night,LithioMat,22.46,0.152,14.93,13.21,4970,95.54,None
CELL-011420,BTH-0467,Line_1,Night,ChemCorp,21.12,0.111,15.03,14.8,4966,96.27,None
CELL-015970,BTH-0379,Line_1,Evening,VoltIndustries,26.14,0.15,14.92,15.01,4975,97.33,High Internal Resistance
CELL-013264,BTH-0130,Line_2,Morning,LithioMat,22.17,0.159,15.07,13.91,5051,95.53,None
CELL-019245,BTH-0461,Line_2,Evening,LithioMat,22.86,0.092,14.88,13.69,5021,97.2,None
CELL-011548,BTH-0130,Line_3,Morning,ChemCorp,25.27,0.154,14.92,13.83,5015,97.04,None
CELL-018314,BTH-0249,Line_1,Morning,LithioMat,24.65,0.097,15.07,13.77,5007,97.35,Poor Retention
CELL-001956,BTH-0365,Line_3,Evening,LithioMat,23.07,0.129,15.14,14.21,5062,98.02,None
CELL-017302,BTH-0109,Line_2,Morning,ChemCorp,22.48,0.141,15.01,14.13,4977,97.83,None
CELL-006324,BTH-0282,Line_1,Morning,LithioMat,26.58,0.154,14.94,14.51,4947,97.92,None
CELL-007766,BTH-0430,Line_3,Night,ChemCorp,20.35,0.118,14.89,14.06,5043,96.42,None
CELL-002922,BTH-0293,Line_1,Night,ChemCorp,24.11,0.155,14.97,14.14,4960,97.56,None
CELL-009431,BTH-0294,Line_2,Evening,LithioMat,24.16,0.155,15.22,12.7,5019,96.98,None
CELL-002934,BTH-0379,Line_1,Morning,ChemCorp,24.26,0.14,15.11,14.02,4971,97.42,None
CELL-009788,BTH-0268,Line_1,Morning,ChemCorp,25.48,0.136,15.14,13.22,4973,97.42,None
CELL-011785,BTH-0359,Line_3,Night,ChemCorp,19.85,0.134,14.92,14.3,5044,98.17,None
CELL-012420,BTH-0389,Line_2,Evening,ChemCorp,24.87,0.117,14.91,14.55,5022,96.34,None
CELL-005889,BTH-0310,Line_3,Evening,ChemCorp,21.19,0.114,14.99,14.1,4955,97.2,None
CELL-006825,BTH-0273,Line_2,Evening,LithioMat,25.68,0.14,14.82,13.35,4998,96.74,None
CELL-009707,BTH-0078,Line_3,Morning,LithioMat,25.01,0.176,15.13,13.48,5000,97.39,None
CELL-017669,BTH-0108,Line_3,Night,VoltIndustries,20.23,0.136,15.14,14.4,5022,95.56,None
CELL-000484,BTH-0128,Line_1,Evening,ChemCorp,21.38,0.141,15.06,14.11,4997,98.49,None
CELL-008046,BTH-0046,Line_1,Evening,VoltIndustries,25.07,0.163,14.94,15.41,4922,97.31,High Internal Resistance
CELL-002656,BTH-0428,Line_3,Evening,ChemCorp,22.57,0.134,14.94,14.33,5052,96.62,None
CELL-019291,BTH-0028,Line_2,Evening,VoltIndustries,24.33,0.126,14.96,14.16,4995,97.02,None
CELL-019495,BTH-0370,Line_1,Morning,LithioMat,22.52,0.123,15.18,14.47,5011,97.2,None
CELL-016607,BTH-0496,Line_1,Morning,ChemCorp,22.84,0.163,15.11,14.49,5001,96.47,None
CELL-007744,BTH-0284,Line_1,Night,VoltIndustries,20.4,0.173,15.08,14.97,5074,96.85,None
CELL-005591,BTH-0221,Line_2,Evening,VoltIndustries,24.2,0.114,14.93,14.96,4998,96.95,None
CELL-015634,BTH-0456,Line_2,Evening,LithioMat,23.24,0.128,15.03,13.45,5006,97.13,None
CELL-002441,BTH-0214,Line_1,Night,ChemCorp,23.28,0.139,14.93,13.51,5026,96.96,None
CELL-005965,BTH-0352,Line_1,Morning,VoltIndustries,25.03,0.128,15.08,13.66,4962,97.23,None
CELL-012759,BTH-0475,Line_1,Morning,ChemCorp,24.02,0.133,14.98,13.58,5032,96.41,None
CELL-003409,BTH-0181,Line_1,Night,ChemCorp,22.4,0.116,14.85,14.33,4986,96.27,None
CELL-018912,BTH-0116,Line_1,Night,VoltIndustries,22.46,0.121,14.88,14.77,4992,96.43,None
CELL-002798,BTH-0352,Line_2,Night,ChemCorp,20.6,0.142,14.84,13.87,4986,97.02,None
CELL-002137,BTH-0241,Line_1,Evening,ChemCorp,22.53,0.187,14.96,15.01,5025,97.63,High Internal Resistance
CELL-006261,BTH-0126,Line_2,Evening,ChemCorp,21.94,0.171,15.02,13.62,4958,96.79,None
CELL-019140,BTH-0079,Line_3,Night,VoltIndustries,22.27,0.14,14.83,14.46,4970,95.92,None
CELL-009447,BTH-0071,Line_1,Morning,LithioMat,21.21,0.161,15.11,14.83,4976,96.69,None
CELL-004179,BTH-0156,Line_2,Evening,VoltIndustries,20.69,0.157,14.94,14.77,5022,96.34,None
CELL-001999,BTH-0301,Line_2,Night,VoltIndustries,26.59,0.097,14.72,16.4,4779,95.6,High Internal Resistance
CELL-008456,BTH-0185,Line_3,Evening,ChemCorp,22.89,0.137,15.0,14.79,5006,98.5,None
CELL-012847,BTH-0340,Line_1,Evening,LithioMat,23.32,0.132,14.66,15.68,4971,93.31,High Internal Resistance
CELL-010512,BTH-0082,Line_2,Morning,ChemCorp,25.15,0.128,14.98,13.58,4972,98.69,None
CELL-012312,BTH-0302,Line_3,Morning,ChemCorp,23.25,0.14,15.0,14.36,5029,97.24,None
CELL-019513,BTH-0022,Line_3,Morning,VoltIndustries,21.13,0.15,15.07,15.51,4950,94.11,High Internal Resistance
CELL-002223,BTH-0092,Line_1,Night,VoltIndustries,21.62,0.169,14.91,15.28,4907,96.81,High Internal Resistance
CELL-019716,BTH-0322,Line_2,Morning,ChemCorp,24.02,0.121,14.91,13.83,5024,97.18,None
CELL-016782,BTH-0147,Line_1,Morning,ChemCorp,23.64,0.123,14.87,14.32,4962,97.8,None
CELL-009043,BTH-0455,Line_1,Evening,ChemCorp,23.68,0.132,15.15,13.65,5041,95.35,None
CELL-012330,BTH-0039,Line_1,Evening,ChemCorp,23.41,0.133,15.0,14.7,5007,96.67,None
CELL-015552,BTH-0320,Line_2,Morning,LithioMat,23.3,0.121,14.82,14.46,5014,97.78,None
CELL-004514,BTH-0250,Line_3,Night,ChemCorp,23.47,0.154,14.91,14.12,5018,97.21,None
CELL-019378,BTH-0280,Line_3,Morning,VoltIndustries,23.6,0.117,14.93,15.3,4998,97.08,High Internal Resistance
CELL-007117,BTH-0180,Line_2,Morning,ChemCorp,24.0,0.159,15.1,14.58,4981,96.51,None
CELL-003868,BTH-0174,Line_1,Morning,ChemCorp,23.59,0.123,15.0,14.36,5066,97.47,None
CELL-008251,BTH-0438,Line_2,Evening,ChemCorp,22.97,0.1,15.19,13.26,4990,97.31,None
CELL-006475,BTH-0220,Line_1,Night,ChemCorp,21.82,0.134,15.04,13.87,4929,98.0,None
CELL-017490,BTH-0252,Line_1,Morning,VoltIndustries,26.2,0.151,14.61,16.3,4806,93.71,High Internal Resistance
CELL-011312,BTH-0311,Line_1,Night,LithioMat,23.95,0.132,14.97,13.55,4992,97.08,None
CELL-007217,BTH-0083,Line_1,Night,VoltIndustries,23.03,0.154,15.01,15.04,4986,97.5,High Internal Resistance
CELL-004607,BTH-0420,Line_1,Evening,LithioMat,27.05,0.13,14.74,15.31,4987,96.61,High Internal Resistance
CELL-015100,BTH-0164,Line_3,Evening,ChemCorp,22.32,0.15,14.99,14.37,4999,97.02,None
CELL-003837,BTH-0426,Line_2,Evening,LithioMat,23.29,0.13,14.92,14.63,5011,97.53,None
CELL-001909,BTH-0039,Line_1,Morning,LithioMat,24.7,0.159,14.98,13.69,4981,97.2,None
CELL-006996,BTH-0422,Line_2,Night,VoltIndustries,23.28,0.126,15.07,14.77,5000,96.01,None
CELL-011278,BTH-0236,Line_1,Evening,LithioMat,24.48,0.169,14.91,13.44,4968,96.11,None
CELL-014446,BTH-0436,Line_3,Evening,LithioMat,25.09,0.13,15.09,13.91,5034,99.16,None
CELL-009058,BTH-0383,Line_1,Night,VoltIndustries,21.84,0.14,15.16,14.76,5035,97.86,None
CELL-016361,BTH-0191,Line_2,Night,VoltIndustries,21.29,0.105,14.94,15.72,4828,95.4,High Internal Resistance
CELL-012786,BTH-0161,Line_1,Night,VoltIndustries,20.39,0.131,14.95,14.49,4940,96.91,None
CELL-004818,BTH-0017,Line_1,Morning,ChemCorp,23.79,0.141,15.08,14.22,5013,97.12,None
CELL-004304,BTH-0431,Line_3,Morning,VoltIndustries,23.54,0.118,15.05,14.85,5017,97.99,None
CELL-001941,BTH-0081,Line_3,Evening,ChemCorp,24.91,0.132,15.14,14.54,4978,95.5,None
CELL-017805,BTH-0154,Line_1,Night,ChemCorp,19.97,0.157,14.96,14.11,5006,97.4,None
CELL-014799,BTH-0025,Line_3,Morning,LithioMat,23.25,0.142,15.32,13.24,5066,96.81,None
CELL-016287,BTH-0400,Line_2,Morning,LithioMat,25.5,0.135,14.89,14.46,4991,98.07,None
CELL-018643,BTH-0149,Line_3,Morning,VoltIndustries,25.09,0.108,15.19,14.96,5028,97.05,None
CELL-018451,BTH-0346,Line_2,Morning,ChemCorp,25.94,0.119,14.74,15.88,4872,91.21,High Internal Resistance
CELL-010015,BTH-0330,Line_1,Morning,LithioMat,22.17,0.165,15.03,13.95,4991,97.66,None
CELL-015887,BTH-0272,Line_3,Morning,LithioMat,25.76,0.144,14.69,16.07,4877,94.29,High Internal Resistance
CELL-007070,BTH-0264,Line_2,Evening,LithioMat,23.19,0.142,14.95,14.41,4955,96.72,None
